hero1,hero2,Friendship
EON,POWER PRINCESS/ZARDA,71
EON,ARCANNA/ARCANNA JONE,85
EON,FLASH/BARRY ALLEN/BU,82
EON,QUICKSILVER/PIETRO M,60
EON,SUPER SABRE/MARTIN F,81
EON,BLACK RACER/,7
EON,WHIZZER III/JAMES SA,87
EON,TANAKA-KENJIRO,11
EON,LADY LARK/LINDA LEWI,27
EON,RUNNER,57
EON,DR. SPECTRUM/JOSEPH ,80
EON,BALLANTINE-KAYLA,59
EON,QUASAR III/WENDELL V,23
EON,SHAPE,22
EON,WHIZZER II/STANLEY S,88
EON,MAKKARI/MIKE KHARY/I,41
MAKKARI/MIKE KHARY/I,POWER PRINCESS/ZARDA,33
MAKKARI/MIKE KHARY/I,ARCANNA/ARCANNA JONE,98
MAKKARI/MIKE KHARY/I,FLASH/BARRY ALLEN/BU,18
MAKKARI/MIKE KHARY/I,QUICKSILVER/PIETRO M,43
MAKKARI/MIKE KHARY/I,SUPER SABRE/MARTIN F,2
MAKKARI/MIKE KHARY/I,BLACK RACER/,77
MAKKARI/MIKE KHARY/I,WHIZZER III/JAMES SA,82
MAKKARI/MIKE KHARY/I,TANAKA-KENJIRO,32
MAKKARI/MIKE KHARY/I,LADY LARK/LINDA LEWI,77
MAKKARI/MIKE KHARY/I,RUNNER,92
MAKKARI/MIKE KHARY/I,DR. SPECTRUM/JOSEPH ,12
MAKKARI/MIKE KHARY/I,BALLANTINE-KAYLA,36
MAKKARI/MIKE KHARY/I,QUASAR III/WENDELL V,92
MAKKARI/MIKE KHARY/I,SHAPE,22
MAKKARI/MIKE KHARY/I,WHIZZER II/STANLEY S,72
WHIZZER II/STANLEY S,POWER PRINCESS/ZARDA,16
WHIZZER II/STANLEY S,ARCANNA/ARCANNA JONE,2
WHIZZER II/STANLEY S,FLASH/BARRY ALLEN/BU,11
WHIZZER II/STANLEY S,QUICKSILVER/PIETRO M,1
WHIZZER II/STANLEY S,SUPER SABRE/MARTIN F,43
WHIZZER II/STANLEY S,BLACK RACER/,58
WHIZZER II/STANLEY S,WHIZZER III/JAMES SA,79
WHIZZER II/STANLEY S,TANAKA-KENJIRO,11
WHIZZER II/STANLEY S,LADY LARK/LINDA LEWI,97
WHIZZER II/STANLEY S,RUNNER,72
WHIZZER II/STANLEY S,DR. SPECTRUM/JOSEPH ,100
WHIZZER II/STANLEY S,BALLANTINE-KAYLA,63
WHIZZER II/STANLEY S,QUASAR III/WENDELL V,77
WHIZZER II/STANLEY S,SHAPE,21
SHAPE,POWER PRINCESS/ZARDA,13
SHAPE,ARCANNA/ARCANNA JONE,33
SHAPE,FLASH/BARRY ALLEN/BU,6
SHAPE,QUICKSILVER/PIETRO M,2
SHAPE,SUPER SABRE/MARTIN F,42
SHAPE,BLACK RACER/,63
SHAPE,WHIZZER III/JAMES SA,25
SHAPE,TANAKA-KENJIRO,39
SHAPE,LADY LARK/LINDA LEWI,16
SHAPE,RUNNER,71
SHAPE,DR. SPECTRUM/JOSEPH ,42
SHAPE,BALLANTINE-KAYLA,69
SHAPE,QUASAR III/WENDELL V,88
QUASAR III/WENDELL V,POWER PRINCESS/ZARDA,83
QUASAR III/WENDELL V,ARCANNA/ARCANNA JONE,23
QUASAR III/WENDELL V,FLASH/BARRY ALLEN/BU,32
QUASAR III/WENDELL V,QUICKSILVER/PIETRO M,59
QUASAR III/WENDELL V,SUPER SABRE/MARTIN F,69
QUASAR III/WENDELL V,BLACK RACER/,9
QUASAR III/WENDELL V,WHIZZER III/JAMES SA,36
QUASAR III/WENDELL V,TANAKA-KENJIRO,43
QUASAR III/WENDELL V,LADY LARK/LINDA LEWI,16
QUASAR III/WENDELL V,RUNNER,49
QUASAR III/WENDELL V,DR. SPECTRUM/JOSEPH ,82
QUASAR III/WENDELL V,BALLANTINE-KAYLA,31
BALLANTINE-KAYLA,POWER PRINCESS/ZARDA,41
BALLANTINE-KAYLA,ARCANNA/ARCANNA JONE,48
BALLANTINE-KAYLA,FLASH/BARRY ALLEN/BU,29
BALLANTINE-KAYLA,QUICKSILVER/PIETRO M,19
BALLANTINE-KAYLA,SUPER SABRE/MARTIN F,43
BALLANTINE-KAYLA,BLACK RACER/,53
BALLANTINE-KAYLA,WHIZZER III/JAMES SA,89
BALLANTINE-KAYLA,TANAKA-KENJIRO,7
BALLANTINE-KAYLA,LADY LARK/LINDA LEWI,44
BALLANTINE-KAYLA,RUNNER,99
BALLANTINE-KAYLA,DR. SPECTRUM/JOSEPH ,56
DR. SPECTRUM/JOSEPH ,POWER PRINCESS/ZARDA,16
DR. SPECTRUM/JOSEPH ,ARCANNA/ARCANNA JONE,16
DR. SPECTRUM/JOSEPH ,FLASH/BARRY ALLEN/BU,74
DR. SPECTRUM/JOSEPH ,QUICKSILVER/PIETRO M,56
DR. SPECTRUM/JOSEPH ,SUPER SABRE/MARTIN F,73
DR. SPECTRUM/JOSEPH ,BLACK RACER/,71
DR. SPECTRUM/JOSEPH ,WHIZZER III/JAMES SA,69
DR. SPECTRUM/JOSEPH ,TANAKA-KENJIRO,72
DR. SPECTRUM/JOSEPH ,LADY LARK/LINDA LEWI,81
DR. SPECTRUM/JOSEPH ,RUNNER,24
RUNNER,POWER PRINCESS/ZARDA,25
RUNNER,ARCANNA/ARCANNA JONE,34
RUNNER,FLASH/BARRY ALLEN/BU,19
RUNNER,QUICKSILVER/PIETRO M,71
RUNNER,SUPER SABRE/MARTIN F,83
RUNNER,BLACK RACER/,5
RUNNER,WHIZZER III/JAMES SA,52
RUNNER,TANAKA-KENJIRO,1
RUNNER,LADY LARK/LINDA LEWI,38
LADY LARK/LINDA LEWI,POWER PRINCESS/ZARDA,53
LADY LARK/LINDA LEWI,ARCANNA/ARCANNA JONE,93
LADY LARK/LINDA LEWI,FLASH/BARRY ALLEN/BU,64
LADY LARK/LINDA LEWI,QUICKSILVER/PIETRO M,34
LADY LARK/LINDA LEWI,SUPER SABRE/MARTIN F,22
LADY LARK/LINDA LEWI,BLACK RACER/,2
LADY LARK/LINDA LEWI,WHIZZER III/JAMES SA,19
LADY LARK/LINDA LEWI,TANAKA-KENJIRO,5
TANAKA-KENJIRO,POWER PRINCESS/ZARDA,29
TANAKA-KENJIRO,ARCANNA/ARCANNA JONE,45
TANAKA-KENJIRO,FLASH/BARRY ALLEN/BU,2
TANAKA-KENJIRO,QUICKSILVER/PIETRO M,70
TANAKA-KENJIRO,SUPER SABRE/MARTIN F,84
TANAKA-KENJIRO,BLACK RACER/,27
TANAKA-KENJIRO,WHIZZER III/JAMES SA,64
WHIZZER III/JAMES SA,POWER PRINCESS/ZARDA,57
WHIZZER III/JAMES SA,ARCANNA/ARCANNA JONE,3
WHIZZER III/JAMES SA,FLASH/BARRY ALLEN/BU,25
WHIZZER III/JAMES SA,QUICKSILVER/PIETRO M,97
WHIZZER III/JAMES SA,SUPER SABRE/MARTIN F,84
WHIZZER III/JAMES SA,BLACK RACER/,13
BLACK RACER/,POWER PRINCESS/ZARDA,51
BLACK RACER/,ARCANNA/ARCANNA JONE,88
BLACK RACER/,FLASH/BARRY ALLEN/BU,53
BLACK RACER/,QUICKSILVER/PIETRO M,67
BLACK RACER/,SUPER SABRE/MARTIN F,13
SUPER SABRE/MARTIN F,POWER PRINCESS/ZARDA,3
SUPER SABRE/MARTIN F,ARCANNA/ARCANNA JONE,90
SUPER SABRE/MARTIN F,FLASH/BARRY ALLEN/BU,98
SUPER SABRE/MARTIN F,QUICKSILVER/PIETRO M,27
QUICKSILVER/PIETRO M,POWER PRINCESS/ZARDA,4
QUICKSILVER/PIETRO M,ARCANNA/ARCANNA JONE,100
QUICKSILVER/PIETRO M,FLASH/BARRY ALLEN/BU,84
FLASH/BARRY ALLEN/BU,POWER PRINCESS/ZARDA,86
FLASH/BARRY ALLEN/BU,ARCANNA/ARCANNA JONE,47
ARCANNA/ARCANNA JONE,POWER PRINCESS/ZARDA,99
EON,HALFLIFE,83
EON,QUASAR III/WENDELL V,83
EON,BALLANTINE-KAYLA,25
EON,ATLAS,96
EON,TANAKA-KENJIRO,92
EON,MINERVA [KREE],61
MINERVA [KREE],HALFLIFE,32
MINERVA [KREE],QUASAR III/WENDELL V,34
MINERVA [KREE],BALLANTINE-KAYLA,26
MINERVA [KREE],ATLAS,24
MINERVA [KREE],TANAKA-KENJIRO,16
TANAKA-KENJIRO,HALFLIFE,84
TANAKA-KENJIRO,QUASAR III/WENDELL V,68
TANAKA-KENJIRO,BALLANTINE-KAYLA,60
TANAKA-KENJIRO,ATLAS,50
ATLAS,HALFLIFE,53
ATLAS,QUASAR III/WENDELL V,28
ATLAS,BALLANTINE-KAYLA,78
BALLANTINE-KAYLA,HALFLIFE,73
BALLANTINE-KAYLA,QUASAR III/WENDELL V,56
QUASAR III/WENDELL V,HALFLIFE,80
CAPTAIN BRITAIN/BRIA,QUASAR III/WENDELL V,84
CAPTAIN BRITAIN/BRIA,USAGENT/CAPTAIN JOHN,97
CAPTAIN BRITAIN/BRIA,MEGGAN,49
CAPTAIN BRITAIN/BRIA,NIGHTCRAWLER/KURT WA,63
CAPTAIN BRITAIN/BRIA,TANAKA-KENJIRO,81
CAPTAIN BRITAIN/BRIA,BALLANTINE-KAYLA,56
CAPTAIN BRITAIN/BRIA,MAKKARI/MIKE KHARY/I,41
CAPTAIN BRITAIN/BRIA,WIDGET,54
CAPTAIN BRITAIN/BRIA,MOONDRAGON/HEATHER D,9
CAPTAIN BRITAIN/BRIA,MODRED THE MYSTIC,61
CAPTAIN BRITAIN/BRIA,WONDER MAN/SIMON WIL,63
CAPTAIN BRITAIN/BRIA,PHOENIX III/RACHEL S,55
PHOENIX III/RACHEL S,QUASAR III/WENDELL V,10
PHOENIX III/RACHEL S,USAGENT/CAPTAIN JOHN,55
PHOENIX III/RACHEL S,MEGGAN,71
PHOENIX III/RACHEL S,NIGHTCRAWLER/KURT WA,39
PHOENIX III/RACHEL S,TANAKA-KENJIRO,23
PHOENIX III/RACHEL S,BALLANTINE-KAYLA,30
PHOENIX III/RACHEL S,MAKKARI/MIKE KHARY/I,37
PHOENIX III/RACHEL S,WIDGET,94
PHOENIX III/RACHEL S,MOONDRAGON/HEATHER D,15
PHOENIX III/RACHEL S,MODRED THE MYSTIC,40
PHOENIX III/RACHEL S,WONDER MAN/SIMON WIL,7
WONDER MAN/SIMON WIL,QUASAR III/WENDELL V,42
WONDER MAN/SIMON WIL,USAGENT/CAPTAIN JOHN,66
WONDER MAN/SIMON WIL,MEGGAN,54
WONDER MAN/SIMON WIL,NIGHTCRAWLER/KURT WA,63
WONDER MAN/SIMON WIL,TANAKA-KENJIRO,80
WONDER MAN/SIMON WIL,BALLANTINE-KAYLA,21
WONDER MAN/SIMON WIL,MAKKARI/MIKE KHARY/I,54
WONDER MAN/SIMON WIL,WIDGET,67
WONDER MAN/SIMON WIL,MOONDRAGON/HEATHER D,69
WONDER MAN/SIMON WIL,MODRED THE MYSTIC,66
MODRED THE MYSTIC,QUASAR III/WENDELL V,29
MODRED THE MYSTIC,USAGENT/CAPTAIN JOHN,28
MODRED THE MYSTIC,MEGGAN,36
MODRED THE MYSTIC,NIGHTCRAWLER/KURT WA,81
MODRED THE MYSTIC,TANAKA-KENJIRO,23
MODRED THE MYSTIC,BALLANTINE-KAYLA,87
MODRED THE MYSTIC,MAKKARI/MIKE KHARY/I,91
MODRED THE MYSTIC,WIDGET,50
MODRED THE MYSTIC,MOONDRAGON/HEATHER D,20
MOONDRAGON/HEATHER D,QUASAR III/WENDELL V,67
MOONDRAGON/HEATHER D,USAGENT/CAPTAIN JOHN,32
MOONDRAGON/HEATHER D,MEGGAN,25
MOONDRAGON/HEATHER D,NIGHTCRAWLER/KURT WA,7
MOONDRAGON/HEATHER D,TANAKA-KENJIRO,21
MOONDRAGON/HEATHER D,BALLANTINE-KAYLA,29
MOONDRAGON/HEATHER D,MAKKARI/MIKE KHARY/I,98
MOONDRAGON/HEATHER D,WIDGET,19
WIDGET,QUASAR III/WENDELL V,47
WIDGET,USAGENT/CAPTAIN JOHN,10
WIDGET,MEGGAN,17
WIDGET,NIGHTCRAWLER/KURT WA,13
WIDGET,TANAKA-KENJIRO,36
WIDGET,BALLANTINE-KAYLA,16
WIDGET,MAKKARI/MIKE KHARY/I,63
MAKKARI/MIKE KHARY/I,QUASAR III/WENDELL V,8
MAKKARI/MIKE KHARY/I,USAGENT/CAPTAIN JOHN,69
MAKKARI/MIKE KHARY/I,MEGGAN,5
MAKKARI/MIKE KHARY/I,NIGHTCRAWLER/KURT WA,13
MAKKARI/MIKE KHARY/I,TANAKA-KENJIRO,46
MAKKARI/MIKE KHARY/I,BALLANTINE-KAYLA,80
BALLANTINE-KAYLA,QUASAR III/WENDELL V,81
BALLANTINE-KAYLA,USAGENT/CAPTAIN JOHN,59
BALLANTINE-KAYLA,MEGGAN,84
BALLANTINE-KAYLA,NIGHTCRAWLER/KURT WA,52
BALLANTINE-KAYLA,TANAKA-KENJIRO,90
TANAKA-KENJIRO,QUASAR III/WENDELL V,8
TANAKA-KENJIRO,USAGENT/CAPTAIN JOHN,63
TANAKA-KENJIRO,MEGGAN,19
TANAKA-KENJIRO,NIGHTCRAWLER/KURT WA,77
NIGHTCRAWLER/KURT WA,QUASAR III/WENDELL V,18
NIGHTCRAWLER/KURT WA,USAGENT/CAPTAIN JOHN,55
NIGHTCRAWLER/KURT WA,MEGGAN,26
MEGGAN,QUASAR III/WENDELL V,11
MEGGAN,USAGENT/CAPTAIN JOHN,85
USAGENT/CAPTAIN JOHN,QUASAR III/WENDELL V,57
BALLANTINE-KAYLA,REJECT/RAN-SAK [DEVI,71
BALLANTINE-KAYLA,KRO [DEVIANT],30
BALLANTINE-KAYLA,WONDER MAN/SIMON WIL,47
BALLANTINE-KAYLA,MASTER ELO,17
BALLANTINE-KAYLA,TUTINAX,74
BALLANTINE-KAYLA,TANAKA-KENJIRO,71
BALLANTINE-KAYLA,MAKKARI/MIKE KHARY/I,18
BALLANTINE-KAYLA,BLOOD BROTHERS,98
BALLANTINE-KAYLA,EON,88
BALLANTINE-KAYLA,ELO,96
BALLANTINE-KAYLA,MOONDRAGON/HEATHER D,41
BALLANTINE-KAYLA,QUASAR III/WENDELL V,70
QUASAR III/WENDELL V,REJECT/RAN-SAK [DEVI,72
QUASAR III/WENDELL V,KRO [DEVIANT],84
QUASAR III/WENDELL V,WONDER MAN/SIMON WIL,90
QUASAR III/WENDELL V,MASTER ELO,87
QUASAR III/WENDELL V,TUTINAX,58
QUASAR III/WENDELL V,TANAKA-KENJIRO,39
QUASAR III/WENDELL V,MAKKARI/MIKE KHARY/I,35
QUASAR III/WENDELL V,BLOOD BROTHERS,40
QUASAR III/WENDELL V,EON,26
QUASAR III/WENDELL V,ELO,17
QUASAR III/WENDELL V,MOONDRAGON/HEATHER D,33
MOONDRAGON/HEATHER D,REJECT/RAN-SAK [DEVI,21
MOONDRAGON/HEATHER D,KRO [DEVIANT],32
MOONDRAGON/HEATHER D,WONDER MAN/SIMON WIL,76
MOONDRAGON/HEATHER D,MASTER ELO,4
MOONDRAGON/HEATHER D,TUTINAX,4
MOONDRAGON/HEATHER D,TANAKA-KENJIRO,22
MOONDRAGON/HEATHER D,MAKKARI/MIKE KHARY/I,81
MOONDRAGON/HEATHER D,BLOOD BROTHERS,93
MOONDRAGON/HEATHER D,EON,60
MOONDRAGON/HEATHER D,ELO,98
ELO,REJECT/RAN-SAK [DEVI,54
ELO,KRO [DEVIANT],34
ELO,WONDER MAN/SIMON WIL,43
ELO,MASTER ELO,10
ELO,TUTINAX,37
ELO,TANAKA-KENJIRO,76
ELO,MAKKARI/MIKE KHARY/I,52
ELO,BLOOD BROTHERS,54
ELO,EON,45
EON,REJECT/RAN-SAK [DEVI,36
EON,KRO [DEVIANT],67
EON,WONDER MAN/SIMON WIL,10
EON,MASTER ELO,39
EON,TUTINAX,40
EON,TANAKA-KENJIRO,52
EON,MAKKARI/MIKE KHARY/I,50
EON,BLOOD BROTHERS,88
BLOOD BROTHERS,REJECT/RAN-SAK [DEVI,64
BLOOD BROTHERS,KRO [DEVIANT],88
BLOOD BROTHERS,WONDER MAN/SIMON WIL,96
BLOOD BROTHERS,MASTER ELO,27
BLOOD BROTHERS,TUTINAX,29
BLOOD BROTHERS,TANAKA-KENJIRO,47
BLOOD BROTHERS,MAKKARI/MIKE KHARY/I,14
MAKKARI/MIKE KHARY/I,REJECT/RAN-SAK [DEVI,96
MAKKARI/MIKE KHARY/I,KRO [DEVIANT],64
MAKKARI/MIKE KHARY/I,WONDER MAN/SIMON WIL,37
MAKKARI/MIKE KHARY/I,MASTER ELO,8
MAKKARI/MIKE KHARY/I,TUTINAX,28
MAKKARI/MIKE KHARY/I,TANAKA-KENJIRO,63
TANAKA-KENJIRO,REJECT/RAN-SAK [DEVI,69
TANAKA-KENJIRO,KRO [DEVIANT],68
TANAKA-KENJIRO,WONDER MAN/SIMON WIL,23
TANAKA-KENJIRO,MASTER ELO,73
TANAKA-KENJIRO,TUTINAX,42
TUTINAX,REJECT/RAN-SAK [DEVI,98
TUTINAX,KRO [DEVIANT],48
TUTINAX,WONDER MAN/SIMON WIL,34
TUTINAX,MASTER ELO,53
MASTER ELO,REJECT/RAN-SAK [DEVI,98
MASTER ELO,KRO [DEVIANT],57
MASTER ELO,WONDER MAN/SIMON WIL,28
WONDER MAN/SIMON WIL,REJECT/RAN-SAK [DEVI,21
WONDER MAN/SIMON WIL,KRO [DEVIANT],87
KRO [DEVIANT],REJECT/RAN-SAK [DEVI,55
SHAPE,LADY LARK/LINDA LEWI,76
SHAPE,QUASAR III/WENDELL V,85
SHAPE,HYPERION,53
SHAPE,MAKKARI/MIKE KHARY/I,71
SHAPE,HAYWIRE/,67
SHAPE,WHIZZER II/STANLEY S,66
SHAPE,MOONDRAGON/HEATHER D,25
SHAPE,DR. SPECTRUM/JOSEPH ,75
SHAPE,EON,98
SHAPE,POWER PRINCESS/ZARDA,36
SHAPE,BALLANTINE-KAYLA,59
SHAPE,OVERMIND/GROM,61
SHAPE,ARCANNA/ARCANNA JONE,31
SHAPE,TANAKA-KENJIRO,97
TANAKA-KENJIRO,LADY LARK/LINDA LEWI,53
TANAKA-KENJIRO,QUASAR III/WENDELL V,71
TANAKA-KENJIRO,HYPERION,9
TANAKA-KENJIRO,MAKKARI/MIKE KHARY/I,83
TANAKA-KENJIRO,HAYWIRE/,97
TANAKA-KENJIRO,WHIZZER II/STANLEY S,52
TANAKA-KENJIRO,MOONDRAGON/HEATHER D,89
TANAKA-KENJIRO,DR. SPECTRUM/JOSEPH ,35
TANAKA-KENJIRO,EON,23
TANAKA-KENJIRO,POWER PRINCESS/ZARDA,66
TANAKA-KENJIRO,BALLANTINE-KAYLA,69
TANAKA-KENJIRO,OVERMIND/GROM,53
TANAKA-KENJIRO,ARCANNA/ARCANNA JONE,76
ARCANNA/ARCANNA JONE,LADY LARK/LINDA LEWI,43
ARCANNA/ARCANNA JONE,QUASAR III/WENDELL V,60
ARCANNA/ARCANNA JONE,HYPERION,13
ARCANNA/ARCANNA JONE,MAKKARI/MIKE KHARY/I,23
ARCANNA/ARCANNA JONE,HAYWIRE/,25
ARCANNA/ARCANNA JONE,WHIZZER II/STANLEY S,39
ARCANNA/ARCANNA JONE,MOONDRAGON/HEATHER D,58
ARCANNA/ARCANNA JONE,DR. SPECTRUM/JOSEPH ,79
ARCANNA/ARCANNA JONE,EON,29
ARCANNA/ARCANNA JONE,POWER PRINCESS/ZARDA,97
ARCANNA/ARCANNA JONE,BALLANTINE-KAYLA,22
ARCANNA/ARCANNA JONE,OVERMIND/GROM,98
OVERMIND/GROM,LADY LARK/LINDA LEWI,18
OVERMIND/GROM,QUASAR III/WENDELL V,29
OVERMIND/GROM,HYPERION,94
OVERMIND/GROM,MAKKARI/MIKE KHARY/I,94
OVERMIND/GROM,HAYWIRE/,25
OVERMIND/GROM,WHIZZER II/STANLEY S,46
OVERMIND/GROM,MOONDRAGON/HEATHER D,71
OVERMIND/GROM,DR. SPECTRUM/JOSEPH ,92
OVERMIND/GROM,EON,21
OVERMIND/GROM,POWER PRINCESS/ZARDA,55
OVERMIND/GROM,BALLANTINE-KAYLA,21
BALLANTINE-KAYLA,LADY LARK/LINDA LEWI,47
BALLANTINE-KAYLA,QUASAR III/WENDELL V,63
BALLANTINE-KAYLA,HYPERION,10
BALLANTINE-KAYLA,MAKKARI/MIKE KHARY/I,97
BALLANTINE-KAYLA,HAYWIRE/,30
BALLANTINE-KAYLA,WHIZZER II/STANLEY S,36
BALLANTINE-KAYLA,MOONDRAGON/HEATHER D,54
BALLANTINE-KAYLA,DR. SPECTRUM/JOSEPH ,61
BALLANTINE-KAYLA,EON,79
BALLANTINE-KAYLA,POWER PRINCESS/ZARDA,52
POWER PRINCESS/ZARDA,LADY LARK/LINDA LEWI,88
POWER PRINCESS/ZARDA,QUASAR III/WENDELL V,60
POWER PRINCESS/ZARDA,HYPERION,21
POWER PRINCESS/ZARDA,MAKKARI/MIKE KHARY/I,23
POWER PRINCESS/ZARDA,HAYWIRE/,22
POWER PRINCESS/ZARDA,WHIZZER II/STANLEY S,63
POWER PRINCESS/ZARDA,MOONDRAGON/HEATHER D,63
POWER PRINCESS/ZARDA,DR. SPECTRUM/JOSEPH ,24
POWER PRINCESS/ZARDA,EON,40
EON,LADY LARK/LINDA LEWI,5
EON,QUASAR III/WENDELL V,56
EON,HYPERION,87
EON,MAKKARI/MIKE KHARY/I,81
EON,HAYWIRE/,30
EON,WHIZZER II/STANLEY S,45
EON,MOONDRAGON/HEATHER D,97
EON,DR. SPECTRUM/JOSEPH ,20
DR. SPECTRUM/JOSEPH ,LADY LARK/LINDA LEWI,82
DR. SPECTRUM/JOSEPH ,QUASAR III/WENDELL V,22
DR. SPECTRUM/JOSEPH ,HYPERION,62
DR. SPECTRUM/JOSEPH ,MAKKARI/MIKE KHARY/I,76
DR. SPECTRUM/JOSEPH ,HAYWIRE/,21
DR. SPECTRUM/JOSEPH ,WHIZZER II/STANLEY S,34
DR. SPECTRUM/JOSEPH ,MOONDRAGON/HEATHER D,21
MOONDRAGON/HEATHER D,LADY LARK/LINDA LEWI,87
MOONDRAGON/HEATHER D,QUASAR III/WENDELL V,54
MOONDRAGON/HEATHER D,HYPERION,65
MOONDRAGON/HEATHER D,MAKKARI/MIKE KHARY/I,75
MOONDRAGON/HEATHER D,HAYWIRE/,57
MOONDRAGON/HEATHER D,WHIZZER II/STANLEY S,42
WHIZZER II/STANLEY S,LADY LARK/LINDA LEWI,8
WHIZZER II/STANLEY S,QUASAR III/WENDELL V,17
WHIZZER II/STANLEY S,HYPERION,49
WHIZZER II/STANLEY S,MAKKARI/MIKE KHARY/I,23
WHIZZER II/STANLEY S,HAYWIRE/,71
HAYWIRE/,LADY LARK/LINDA LEWI,95
HAYWIRE/,QUASAR III/WENDELL V,20
HAYWIRE/,HYPERION,12
HAYWIRE/,MAKKARI/MIKE KHARY/I,90
MAKKARI/MIKE KHARY/I,LADY LARK/LINDA LEWI,90
MAKKARI/MIKE KHARY/I,QUASAR III/WENDELL V,41
MAKKARI/MIKE KHARY/I,HYPERION,77
HYPERION,LADY LARK/LINDA LEWI,45
HYPERION,QUASAR III/WENDELL V,92
QUASAR III/WENDELL V,LADY LARK/LINDA LEWI,86
MARVEL GIRL/JEAN GRE,CYCLOPS/SCOTT SUMMER,74
MARVEL GIRL/JEAN GRE,HOGAN-HAROLD J. HAP,10
MARVEL GIRL/JEAN GRE,THOMPSON-EUGENE FLA,96
MARVEL GIRL/JEAN GRE,SUB-MARINER/NAMOR MA,20
MARVEL GIRL/JEAN GRE,THOR/DR. DONALD BLAK,15
MARVEL GIRL/JEAN GRE,GREEN GOBLIN/NORMAN ,8
MARVEL GIRL/JEAN GRE,PARKER-MAY,62
MARVEL GIRL/JEAN GRE,BEAST/HENRY &HANK& P,55
MARVEL GIRL/JEAN GRE,WASP/JANET VAN DYNE ,60
MARVEL GIRL/JEAN GRE,ICEMAN/ROBERT BOBBY ,69
MARVEL GIRL/JEAN GRE,SPIDER-MAN/PETER PAR,97
MARVEL GIRL/JEAN GRE,DR. STRANGE/STEPHEN ,28
MARVEL GIRL/JEAN GRE,WONG,12
MARVEL GIRL/JEAN GRE,HULK/DR. ROBERT BRUC,46
MARVEL GIRL/JEAN GRE,INVISIBLE WOMAN/SUE ,94
MARVEL GIRL/JEAN GRE,IRON MAN/TONY STARK ,58
MARVEL GIRL/JEAN GRE,THING/BENJAMIN J. GR,49
MARVEL GIRL/JEAN GRE,MR. FANTASTIC/REED R,64
MARVEL GIRL/JEAN GRE,OSBORN-LIZ ALLAN,18
MARVEL GIRL/JEAN GRE,ANGEL/WARREN KENNETH,64
MARVEL GIRL/JEAN GRE,HUMAN TORCH/JOHNNY S,43
MARVEL GIRL/JEAN GRE,CAPTAIN AMERICA,72
MARVEL GIRL/JEAN GRE,SUNDOWN/DR. DAVE LOW,89
MARVEL GIRL/JEAN GRE,LEEDS-BETTY BRANT,4
MARVEL GIRL/JEAN GRE,MCKEEVER-TINY,84
MARVEL GIRL/JEAN GRE,IONELLO-JASON,40
MARVEL GIRL/JEAN GRE,DAREDEVIL/MATT MURDO,5
MARVEL GIRL/JEAN GRE,JAMESON-J. JONAH,64
MARVEL GIRL/JEAN GRE,ANT-MAN/DR. HENRY J.,51
ANT-MAN/DR. HENRY J.,CYCLOPS/SCOTT SUMMER,99
ANT-MAN/DR. HENRY J.,HOGAN-HAROLD J. HAP,51
ANT-MAN/DR. HENRY J.,THOMPSON-EUGENE FLA,83
ANT-MAN/DR. HENRY J.,SUB-MARINER/NAMOR MA,16
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK,75
ANT-MAN/DR. HENRY J.,GREEN GOBLIN/NORMAN ,36
ANT-MAN/DR. HENRY J.,PARKER-MAY,73
ANT-MAN/DR. HENRY J.,BEAST/HENRY &HANK& P,53
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE ,20
ANT-MAN/DR. HENRY J.,ICEMAN/ROBERT BOBBY ,6
ANT-MAN/DR. HENRY J.,SPIDER-MAN/PETER PAR,77
ANT-MAN/DR. HENRY J.,DR. STRANGE/STEPHEN ,1
ANT-MAN/DR. HENRY J.,WONG,25
ANT-MAN/DR. HENRY J.,HULK/DR. ROBERT BRUC,51
ANT-MAN/DR. HENRY J.,INVISIBLE WOMAN/SUE ,67
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK ,8
ANT-MAN/DR. HENRY J.,THING/BENJAMIN J. GR,49
ANT-MAN/DR. HENRY J.,MR. FANTASTIC/REED R,30
ANT-MAN/DR. HENRY J.,OSBORN-LIZ ALLAN,95
ANT-MAN/DR. HENRY J.,ANGEL/WARREN KENNETH,76
ANT-MAN/DR. HENRY J.,HUMAN TORCH/JOHNNY S,75
ANT-MAN/DR. HENRY J.,CAPTAIN AMERICA,77
ANT-MAN/DR. HENRY J.,SUNDOWN/DR. DAVE LOW,53
ANT-MAN/DR. HENRY J.,LEEDS-BETTY BRANT,92
ANT-MAN/DR. HENRY J.,MCKEEVER-TINY,79
ANT-MAN/DR. HENRY J.,IONELLO-JASON,94
ANT-MAN/DR. HENRY J.,DAREDEVIL/MATT MURDO,24
ANT-MAN/DR. HENRY J.,JAMESON-J. JONAH,74
JAMESON-J. JONAH,CYCLOPS/SCOTT SUMMER,72
JAMESON-J. JONAH,HOGAN-HAROLD J. HAP,91
JAMESON-J. JONAH,THOMPSON-EUGENE FLA,63
JAMESON-J. JONAH,SUB-MARINER/NAMOR MA,55
JAMESON-J. JONAH,THOR/DR. DONALD BLAK,43
JAMESON-J. JONAH,GREEN GOBLIN/NORMAN ,40
JAMESON-J. JONAH,PARKER-MAY,73
